log(n_SO2),log(n_BC),log(n_OC)
-5.65039472971216,2.1486678480600125,-6.687627998570932
-4.9268683250268674,-2.9527922037387295,-4.815240285564285
-14.042470305538226,-97.552148437907,-13.939178833776086
-5.9369533730491,-37.227973559667774,-3.7201589209335957
-5.382882836999903,-3.31492585193216,-44.33242647984821
-7.033391060844488,0.305431241347927,-34.908854167952185
-7.25635769594806,-3.6474022990706216,-32.52983268110231
-7.279292294111254,-6.771548619093862,-29.766794607884137
-3.6306853489948803,-78.28388391258945,-0.4902109740316061
-3.5417784400587156,-3.0302879534560985,-51.65173184220227
-5.872179777680218,-34.212609307818084,-8.317540414259758
-6.776482389829987,-6.081698368910371,-4.911896412503324
-6.629700163205447,-9.975962921539823,-5.334490622006207
-14.256437111074533,-99.31613407324451,-10.768894614147822
-6.358649194167111,-7.906618043812215,-3.312457559486205
-3.809094549137891,-0.45408858137330593,-50.291626837805666
-3.671176863145771,-2.0494979114040612,-53.77477789999785
-14.097888344511656,-97.1889251323515,-13.126269116870347
-3.9042496167735368,-91.26461265783715,-26.63151007073152
-3.3856941247684613,-83.14463418647877,-26.329449946819274
-4.0882086897590435,-1.7048556986907248,-51.25826597931867
-4.865868813031499,-32.73843171057392,-4.369593427621761
-5.027583441520923,-5.8332109283806615,-3.658615075979666
-3.571660638948533,-73.84887785359587,-3.3782541055618083
-5.003194753822337,-36.516859005663974,-6.910202244407973
-5.258779636684597,-7.392533569195291,-42.32544323171639
-7.153847903979638,1.0606763449823333,-31.386898970248204
-4.960152778465563,1.6032702737650601,-6.139735047568593
-3.3533051710151085,-76.22974038037437,-0.8229734745285846
-4.954350132123256,-5.057966499006282,-41.37494594154991
-5.370332573867747,2.3377821675844555,-45.12074116433722
-3.813588521100927,-79.10237198039366,-28.675479753178585
-4.414121030687048,-24.01624996385071,-4.82485237069314
-4.049516205706543,6.684537027798804,-52.582804872992526
-3.8149628605068218,-2.397432192782649,-50.424957905053034
-13.861193946791056,-95.60715533638268,-14.294006021787391
-6.732790944782224,-8.234756468692375,-5.490826100136111
-3.4747171140998283,-82.62098254133134,-1.588770663281728
-15.612711455981191,-15.243209013875465,-13.458777017404255
-4.2562207131192356,3.142507784090445,-51.29410359649381
-14.336367096500549,-20.516399687451198,-11.982079512418991
-4.8037909564222145,0.9275573677803399,-23.242965972617323
-3.6727150739299717,-87.04672105175081,-25.94443241253757
-6.74087125266025,-6.6904768170142175,-31.243393211136702
-5.159692059716426,3.6966723528885854,-45.66465540497949
-6.992601578791431,-1.6558133271603062,-30.1334216998003
-3.5739604503928395,2.4067106764342987,-51.66659709468232
-14.878000097924573,-17.163592935108944,-11.497916019334442
-15.34046553566695,-10.64750456248429,-14.984934393156905
-6.486520923129408,-8.627331485587742,-4.93027293554741
-2.946640174227084,-78.06596935830623,-30.58197655893864
-14.143348442725728,-100.06615896377393,-13.830426864097038
-4.619522585942426,1.3154288872378967,-6.286122721326631
-3.3269639162568208,-87.31844432104768,-26.540290149475457
-5.250381762840851,-1.5691524987700296,-2.7875735558693187
-3.8450114977141756,-2.2984037963629036,-51.99310554247556
-4.383813572614516,-7.287614799808171,-44.91445704581448
-2.8958999000681205,-71.0497278755929,-2.254848742819286
-5.241128552311694,-0.6001310991045127,-23.025296000567568
-14.956145942006831,-12.29495886180561,-16.29758514956148
-6.780064694046852,-6.919549045655436,-6.442493810778624
-5.706062286881265,-28.20683476557144,-2.1001378349817807
-13.225006906182902,-99.29812710933636,-14.013882046042925
-4.465967988027765,-1.9026766081724447,-21.066844946365823
-5.739748189143512,-38.70869763213252,-3.2337786639921746
-3.5153900029595584,-90.5067781201635,-24.87455683328343
-3.3046550629440334,-78.7429178027279,-4.488650994200702
-3.2763499853268008,-88.66970824510402,-27.116672010521203
-3.2494249913531243,-1.5825981293397318,-54.34324948674091
-6.553367819635205,-7.061671766053458,-5.832191717870036
-6.063148404395283,-38.162544919908875,-5.419404624427442
-3.614690719155836,-82.00204280462155,-27.89032861079069
-13.89493332110125,-100.47235944187716,-15.196523047809615
-3.7781667017259486,-83.16385484030128,-25.609768675430008
-5.479919553206896,1.1166947647445027,-46.2632761078708
-15.139553557551261,-9.13439839404414,-13.681673878112377
-4.779200941417898,0.47469356505303795,-3.415809288229273
-13.337095290435006,-101.31176843570402,-14.814340393674284
-14.605206196187973,-100.1547258202997,-11.331418600500298
-4.815837480404582,-0.08888956549341254,-6.413221548444741
-4.333411143689009,-83.13145982974707,-1.648382325526729
-3.9170828392149657,-75.16518420635249,-2.580955351156386
-4.726220631116793,5.119126429640593,-3.029852770245636
-6.6471780834443885,-5.452398107313609,-6.41770036745702
-15.738729759667722,-15.439412409822022,-16.613998939210397
-7.196890368840242,-3.0068373090519054,-2.1378801951836928
-3.8920597467281604,-63.89914335479067,-6.020969536905138
-3.554864107449301,-3.8841762489413356,-50.58536227859093
-13.5935692471783,-91.70971023658946,-14.73931071859061
-2.5259418732483696,-70.80557631975483,-4.892529305556899
-4.353638584168576,2.7970201311114904,-22.631720504840256
-5.063928071780233,1.4956704329514139,-46.90731573760618
-2.9783382410817154,-82.12792547418157,-28.591741580207348
-4.133054773768975,-78.7312111018094,-4.423547217610607
-4.367988606877203,0.3522728032203094,-50.58744067054829
-14.023948381905848,-95.6255195427031,-12.296121104460472
-3.2832656135374254,-70.38727322736419,-6.090765121383072
-4.43127369827453,-28.047673181613263,-2.1278193298825783
-6.425624670423158,-33.5104355992643,-5.606178603163016
-3.5914144057045836,-86.99819055358584,-29.131877284411686
-5.114154119752925,-26.556010978487787,-3.522535179625769
-14.32243913181997,-101.22681165857504,-12.237037246399955
-6.270189595592617,-33.50423487697969,-7.2599099015592445
-4.873793691210621,-7.585078546529804,-4.090948732869747
-4.974768439601777,-6.706909426811638,-3.806745362730875
-4.507074199816053,-0.5141817501162236,-25.19240766717418
-3.2083319096289875,5.125049951532387,-53.51092565629458
-3.801599624808826,-81.079661918537,-0.45098480032003474
-3.998924398953357,-3.130461094161309,-50.85200575611638
-4.198829609651054,-7.958498898144147,-48.733411275062295
-3.220298043987569,-82.59673304211326,-26.34764318872363
-6.690235435554787,-13.266302460194584,-1.6221453828823984
-4.083589679313092,-84.05679073219738,-2.1077751380881034
-6.183810256850973,-4.056116373457924,-6.063793282167404
-3.6642508297257557,-83.1777173896397,-29.06342239342498
-2.6437112624828942,-79.96555300828727,-26.594609936263037
-3.337540951854201,-83.37051798834734,-24.640599444797836
-4.5084376558782155,-0.9869778140003913,-43.853982455571426
-3.726996002369615,-76.95947923499072,-0.9845187103254442
-6.18438839762334,-34.717216933323,-9.519290352273211
-4.194337011314168,-84.48867152172917,-3.299577137928417
-4.886982110986035,6.561269609767452,-24.602223285004477
-6.083653192328784,-6.0650484010876875,-5.0141498296603055
-3.5069466050592704,-83.6479874090156,-27.964205567977938
-3.7969922177629365,-80.87360611839414,-0.6474473088492303
-2.6662114701017665,-80.83772456871642,-30.43103147535005
-4.124771601334146,-3.4496742115803753,-50.33967159614032
-7.235942847013237,-2.6291486504308805,-31.30266540012158
-14.714201522193168,-10.838505427561184,-13.061470980829007
-3.791605188240039,1.5699882827987799,-51.633867837869914
-6.696103684822145,-3.3827345312127663,-5.178523884029639
-5.712233900067583,1.1858555151230186,-25.378100403190945
-6.775760157900107,-4.4000029524974265,-6.531866170410999
-6.656331269542359,-4.009382172395549,-30.784743408615675
-4.383153440281063,-21.26860880861465,-3.5987500689735556
-6.020220942705981,1.8561458982044754,-1.3148117468667806
-6.271983219860197,-7.132945273612429,-7.72200827554978
-7.159166428958709,-8.131859123345572,-28.946036255916592
-6.212200441847829,-36.53667213906805,-5.584380779912958
-3.583357034913366,-68.41073219355243,-3.2661507511482917
-2.869005811221159,-79.47306581421499,-27.951203700602615
-5.041253906190608,-3.650555494959094,-42.992170737718965
-15.233298132768908,-10.642588387672015,-14.615180099731635
-4.6615652452640175,1.7416725955297592,-22.517168883042757
-3.1295211270197214,-84.56635610214595,-5.281899565854504
-4.68518668305791,1.5384349105803468,-27.128346330443364
-5.383307774132794,-26.983320076711664,-6.092455631091392
-6.37809996412517,-37.709816337297845,-4.864474201481245
-3.7402604334382836,-69.6592813797696,-0.46432055790714877
-2.9804072825083723,-82.91099594986649,-26.99337236652966
-5.0969048863308455,3.382457455971174,-23.506415466965496
-4.466923845081929,-0.30877243110863395,-5.759978645676595
-13.548184779848,-99.15502858598163,-13.22114915001302
-14.54177480260604,-106.96814810366686,-12.492095277072583
-13.872772452310702,-104.91365299006391,-12.327822157273557
-4.300485034312702,0.45019231543728033,-24.984764880881443
-4.127229497232184,-81.35502851666995,-1.7417930972106879
-14.232615961962871,-93.9388336964652,-15.243166950809027
-5.039683180099964,-28.600193591323894,-2.834802471485795
-14.63630467870535,-95.88402772056726,-11.826142478437863
-14.887609110234713,-10.264809930062391,-13.437714809845652
-4.918279601869572,4.634744410071774,-22.14525384812111
-6.862387782520202,-11.003249313114765,-3.249827342625588
-7.151733696090607,-1.0518781906646,-30.067343004289945
-3.3358965806937824,-86.86237561261967,-31.252146903814133
-5.722414701541697,-9.117078324959579,-0.3128338127837207
-15.553388267509641,-13.661407047450739,-15.203027251801428
-4.956380074666922,-3.50126980244098,-45.06460552564434
-7.500516659538303,-7.044252197917507,-34.53250119112857
-14.66329217691326,-9.12634407007137,-13.152116016722147
-3.738957031199664,-75.67004749770254,-2.839844463696571
-4.396600225684625,-70.26177462909202,-3.5430939578518696
-6.133097765786693,-30.364464432965935,-8.364476756388632
-3.496625986106825,-0.13396710085017827,-52.32315609410118
-3.5322099310139885,-79.75161110695932,-3.4909091938162913
-7.040055658448364,-4.046258070477312,-29.907069690082245
-3.711040301202305,-78.53442834788495,-29.152139463439823
-15.348553637118846,-12.406667853880705,-12.576679487236303
-5.118147041016706,2.7087621099435673,-45.37536694744694
-3.154440170147728,-79.70795701785624,-29.609250015798462
-7.157750241504559,-8.392916235432097,-7.028768586859213
-15.340646762421306,-14.822175254379259,-15.631104101755373
-5.0940503445257095,-32.338967730352245,-3.1577101128715315
-5.091390214761782,-0.30951339833279734,-6.145277143547958
-5.006634141609573,-5.0262167787131915,-22.021717166614422
-6.3305130578562245,-3.0228496973755803,-33.80711318660567
-7.43941229722206,-2.8742264766028223,-30.30847952691109
-3.5502298173556577,-1.7610507020492467,-53.18479677727597
-5.07633914121183,5.432409146303975,-26.02073621203526
-3.4038492089077668,-62.71617093846335,-4.8470374377151275
-15.487737933953621,-18.45935316054867,-15.84934941129273
-7.653261454960102,-6.76853291561611,-32.3308186113018
-14.026814495637588,-97.07842579670188,-14.538609981540606
-15.216478101583128,-8.397988986009302,-15.582722022795805
-4.565419634068373,-28.350827988382505,-4.6436880121593465
-3.186730365232419,-68.01262418801048,-2.2341866938599657
-5.510689308305534,-44.63658344680907,-6.128898261222557
-4.987892809186407,0.871801552157434,-4.589729110369243
-5.166067014405392,-3.6882842698833853,-42.357670348184726
-2.7815885926904254,-84.59518239441799,-30.794679398412608
-14.590693705100334,-100.72103156085103,-13.921176894858517
-7.3017472360830125,-6.641022565983789,-31.795751555945483
-5.0078834469364795,-0.18493210744557356,-23.764431868022484
-4.827960904211727,3.9465190628719347,-46.47882269255668
-7.327154340964168,-5.114209148150336,-30.847143909238934
-5.186684727860421,-1.4191521833242895,-22.636619236400954
-3.1649102365198063,2.8910071635817594,-53.93051652171398
-3.0130671290933755,-79.95282426460031,0.08458968374569498
-13.666655467575431,-104.0188247294421,-15.213866790702799
-3.667630403522647,-86.62082695139837,-26.43843919823742
-3.8677252731194556,-74.98669239658159,-2.9907119719391573
-6.3866583516064015,-33.05998787592857,-6.290521074001714
-5.393712867788027,-1.1773969773852004,-21.711599523653938
-7.3998184241474645,0.4897751385495832,-33.63974829627649
-15.447709319042497,-10.63052363400454,-14.496715717353558
-4.7188178300203205,0.39711750075601393,-22.016033731436032
-4.7970059172521005,-3.26439369259891,-45.74470129028283
-4.288142215500477,-73.67005547203051,-1.9229070958443166
-14.406437657057575,-102.36467512417552,-14.9344355692687
-3.9516693091964017,-85.69113759305729,-25.686586278532662
-4.810302317611123,-2.7965641208969494,-5.55047834582292
-3.646093884007011,-81.16165018743202,-25.174453641680973
-6.131306500300247,-36.0847056024326,-6.036728360314309
-5.381241678736922,-32.61139831865822,-5.624643174061529
-3.8207065218775815,5.933112479307551,-51.31096367191202
-6.582608424245031,-35.71472720732777,-8.448376583837563
-3.5209917300055666,-70.51652937956811,-3.8080463655437686
-14.001616783595304,-102.95886632813637,-13.741427226295773
-4.05030263280767,-82.61178628307518,-1.1542352948689238
-5.029420826057249,-34.543882745406115,-8.643422306374998
-3.34238740132493,-67.43669362541532,-4.624001080242334
-15.049675065186468,-9.325458057234973,-15.470427206255858
-3.636797936434369,-73.68230431077055,-5.634856745652657
-14.53195898382617,-14.584732817769842,-15.764713050446959
-6.857098102712344,-4.088746228473376,-31.246137440989752
-3.791363517150448,-76.27099484011609,-3.303273458564736
-3.4535331739024917,-7.098651914042902,-49.967307965384414
-6.821272691339616,-2.277429698490347,-7.574099543868313
-4.948108833567082,-28.901701992386272,-6.1826152778415615
-5.902434141862421,-3.411082838449115,-6.299874722510159
-4.2501049236731,1.3802389023772768,-25.32966072303386
-3.7822436463673594,-68.97710900072137,-2.083596298250961
-3.877932486955906,-78.00909300158436,-1.1164921749384435
-4.982692511237861,-3.201570640206909,-6.02786058535257
-7.205650260354206,-1.949603274545738,-29.96294804642127
-3.313157965668719,-87.70379032766817,-1.1426300191427181
-4.201451932299617,-75.1107328981507,-1.4610879484133341
-15.098243030602989,-7.9764699136716075,-15.525292056882112
-13.915076521624169,-98.69083361957382,-10.95348140377758
-6.100072053429101,-5.279828653776848,-6.747160580804378
-6.209748622772934,-40.293706458841825,-7.375787862078852
-3.587820749556571,2.7289345201219555,-51.467493081814126
-5.510129526900555,-7.839357280374407,-40.362922771732244
-5.377764915959577,1.3692652079013738,-43.67633278728585
-16.031570237544404,-15.775409451830903,-13.379481926551456
-3.343962989433143,-83.46634055546431,-27.325491347162227
-5.391072753320548,-5.517522881443127,-43.859164361816674
-7.148322621464485,-6.300806325885354,-31.17460194511226
-5.559252416226383,-35.08880594319328,-7.7752191840657225
-4.337646927626949,-85.34081584778276,-26.106165045522406
-5.926771115553623,-33.75181281254546,-7.861922137841056
-13.98280949356615,-99.19259735224577,-14.32338755367594
-4.527509820962,-86.77547950574964,-28.876406642755843
-7.3493544204028645,-3.1584519521074244,-33.0634388625639
-4.74270764750606,-1.5094616603159798,-23.27975821845231
-4.658859212963756,-4.101689220892913,-44.44786902006974
-7.529349109597051,-12.890643750304491,-27.36737584544766
-3.1833428285318357,2.5127794014861853,-52.561314755037365
-4.93012750180587,3.1779929232032553,-6.7115248985801035
-5.012749820028556,-3.5550282311956596,-25.377901520223542
-4.162593503857903,-73.87849044037839,-4.6862485277128805
-13.968513701410172,-98.73232833907693,-14.36224321606307
-3.9892727569922863,-2.880288195139172,-23.250585366885996
-7.390491825676283,-9.744091155474335,-4.921926041941408
-13.898312851532872,-98.54836965258438,-12.35738648596546
-3.8369289271484055,-68.3064818742211,-3.836375118834829
-6.64643269682489,-3.3848284471544,-30.47742699194763
-6.69201162259601,-2.0969922309057116,-7.868884383377868
-6.905574171525089,-9.913934241411999,-6.728447532829711
-5.05801625543959,-1.3675318614953245,-19.821931463324386
-4.528130038479766,-1.0871075487167887,-6.024171363510019
-15.139601124957093,-15.661969915363917,-12.033650449961423
-5.504798229380156,-5.5725004762029124,-22.46900863458274
-4.032371605659961,-79.68641103895487,-29.194686979570335
-5.103240057182848,-0.9927463968514092,-44.45671991955442
-3.804881185780516,-73.43246037807602,-2.020857111917321
-6.100147118189329,-40.14884010301641,-5.627730306892009
-3.4229851729101566,-83.1337231643687,-27.39497095996989
-5.167534931073509,-29.502260712000286,-5.519208316324614
-3.193939254471772,-82.14602895660356,-27.24585875543071
-6.454774551748553,-4.601073389923833,-7.617390257537621
-4.11871020769502,-69.11395703600363,-6.016631130998437
-5.625529918006224,-5.674892176410897,-43.18074489031397
-3.619312016928714,-80.0177813988088,-0.824527724123628
-15.059108033777518,-8.596553586959487,-14.009320935872825
-5.731630601729722,-36.09243322765276,-6.8917477772545475
-5.03307063571145,4.951812124235992,-45.86577305469292
-6.88475021895821,-11.851223781038762,-5.689481029939602
-5.333118622999296,-5.429293938219594,-46.99151313428831
-4.766467324825389,-1.7964256714975733,-43.597117332956955
-7.132192630486239,-15.095205692622606,-29.42227324088529
-6.975614076513613,-4.995638498681097,-29.843777433099728
-5.2107957310150494,-1.2664674597089722,-26.335682332580745
-4.895227939977276,-2.8819112116774117,-4.8626621310175935
-4.212399460592236,-70.71028617541879,0.15097146797022098
-15.741160739595497,-6.468774272990163,-13.272048755566342
-3.8129933467649244,-0.17327829990420163,-53.8780778712359
-4.658011686176074,-22.612872775603485,-4.25552493095143
-5.94031973552972,-36.91182892625579,-6.827204912816492
-15.597682361553465,-11.031663117829797,-12.991888954323688
-5.0981840939293175,0.004403848406697303,-25.33074000373994
-5.046394338675034,-4.198938163235019,-22.30932994650504
-5.9083686016412695,-36.97868952120614,-6.464797552732942
-6.911164777573473,-6.289033428303906,-34.60026747408709
-6.454140309311032,-36.227571228795185,-4.183245353586672
-4.528551240312289,2.9613321001816506,-24.961302676346797
-7.177112104060495,-1.2555672333007601,-31.357035186698052
-5.942238707965083,-28.938775230603802,-9.113865286940523
-3.6409595500642897,-86.35027709773875,-29.84559199791774
-3.785533672408226,-82.57988708330114,-27.818086853060812
-3.874835536435685,-83.54412794028202,-2.727252677519562
-3.536855775572849,-80.12429662836448,-26.74112625355947
-4.946800027863213,1.0547652727285972,-6.246024306266521
-4.496983281491994,0.7197102351228385,-22.223367474827228
-15.50739396839212,-6.133130694714438,-12.72860758644457
-6.409998899861942,-3.374636094072611,-7.540514563621574
-3.0071144521589313,-79.74806049172437,-3.364987604109447
-7.006041130681928,-1.9417916769655474,-31.907617682844265
-6.4556914766364,-34.32750272468767,-7.8596920661049365
-3.386768992065734,-80.2334650795104,-29.706768189790957
-14.316708664451278,-103.72218299115676,-14.042777003778449
-3.4563405374693406,-72.79227102923012,-0.7499880126487986
-5.058863029503006,5.129363441729017,-47.15660532866432
-5.837841718127979,-2.314702138824273,-43.0760193665729
-5.222943775862365,7.90254119779744,-24.585575005183166
-15.359131625985492,-9.659285055189631,-15.042579693056103
-4.500085507990525,-2.001051299292362,-47.2235530724383
-6.935063063148908,-14.902185429645346,-4.143859534224115
-15.913662349921724,-10.359703214967613,-16.622567019201814
-15.525623092274316,-10.059000605460586,-13.23854517865489
-4.0868095917899225,-81.89096585732867,-28.02824424931851
-3.9929893581996,-81.48887038931348,-4.5692486055482915
-5.122349163193508,-32.60979238858117,-9.450502264457743
-3.4474810803566944,-70.14513391630078,-3.1947897269171683
-3.585172250896143,-63.3893972337592,-5.085935178821901
-5.79555542584231,-12.067863119068571,-2.4687920641934116
-3.797185349689323,-78.1218456822193,-30.544559506501834
-4.836239496945651,-3.6940651446072383,-46.72855469382096
-4.410710848738815,-67.71317719092008,-1.7121535113231856
-3.54133397285625,-61.46490577271189,-5.254551981204541
-14.902051487609159,-15.178962516789106,-13.826884680229167
-3.627916527841764,-77.05795833100042,-3.955330520419052
-5.141912496451636,-25.643114437947375,-5.08434191526832
-4.799659662992063,8.078472967505842,-23.88990932112048
-5.406146893460656,-6.132175903486581,-44.183657727376556
-3.7318361404572897,-79.35029410961137,-28.43971662484147
-7.54237820029731,-3.8530857670030736,-29.618930286121103
-3.3857474349207632,2.3214471057935744,-51.11790753177411
-7.626905298417363,-6.727493381633268,-31.717649436932547
-6.715822591550019,-3.3244995017458425,-7.303888793804791
-5.863365285567186,-32.43413816669447,-9.580589300614415
-7.071159868366616,-10.002611106017333,-1.7452810870726356
-3.7136666767921764,2.2923005718397484,-49.6315408286834
-6.554784632346696,-11.17581529893701,-3.297710566354383
-5.343655431648742,-0.303942636772903,-45.60426277737989
-5.283845172783792,-3.7796492042342273,-4.483295729248642
-4.978776320794045,4.618559273620329,-46.4058015536569
-15.269943393298893,-17.113471452830748,-13.782803766575862
-4.220471159038688,-30.741974667267964,-3.288572877287896
-6.064802996798393,-30.299677102040466,-8.856385257898065
-4.813722357643137,-3.700656742065622,-46.22246785363535
-14.859787645935457,-100.79479325240715,-9.838535785986045
-7.489541491208461,-5.488900132548241,-31.36287471635379
-4.646343101563897,-30.739820979467925,-5.174753056162247
-3.9420254354272917,-67.47723375004743,-2.7746212585716776
-3.3494766554310482,-68.55345018198267,-3.7244576502303404
-5.234484024811703,-30.204469177857217,-9.54093558972544
-6.82815200144637,-9.20829649648443,-30.057053591979077
-5.068543284716193,4.197824567724086,-21.73814268618509
-7.307009701310497,-6.242734873108778,-31.278456452102724
-3.5497196926527024,-68.25269972187142,-6.408392266234759
-4.554494289559751,-31.954363614967818,-7.448567443302565
-3.2269001447813674,-84.48533016479374,-28.033093272569108
-3.685488118475293,-2.678205634510832,-51.188428829167904
-7.010785408981501,-2.95844957275874,-5.183981074592062
-5.029056445617102,3.6204736248937026,-43.88155666609001
-4.793397040176194,3.2832604376339534,-23.875373822746315
-6.807524407068348,-6.48761115176643,-7.350081598948433
-5.575491064974006,-30.355978130222887,-4.88725374404014
-14.600476122335138,-102.09628150663221,-11.919495525665555
-6.848018399158366,-13.098838080116442,-4.291502236409199
-4.313320894380055,-82.82592155034759,-2.3733748592585764
-5.06454760865094,-1.0549455596996373,-47.015695620334974
-3.1516457426031,-2.8648716635880236,-53.02843381644167
-3.590575431914553,8.197124177987243,-53.37554831670501
-3.716935462786764,-3.094326998114329,-51.69785217640946
